Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Western Correctional Institution (WCI)              13800 McMullen Hwy,39.609274,-78.813902,531,Maryland,Cumberland,,,,Plastic envelopes OK,,,9999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCI,47.269275,11.398677,532,Maryland,Hagerstown,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RCI,39.932687,-86.234833,533,Maryland,Hagerstown ,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RCI,39.932687,-86.234833,1019,South Carolina,Ridgeland,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RCI,39.932687,-86.234833,533,Maryland,Hagerstown ,SDIC and DOC number required,,No more than 20 pages of copied material,,,sdic and doc number required,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RCI,39.932687,-86.234833,1019,South Carolina,Ridgeland,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jessup,41.464204,-75.550209,534,Maryland,Jessup,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Eastern CI,39.899186,-86.227564,535,Maryland,Westover,,,New hardcover okay,"No Highlighter, Under lining okay",,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Prince George's,38.817282,-76.754358,536,Maryland,Upper Marlboro,no white envelopes,,,,,no white envelopes,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Federal Medical Center (FMC),6.48398,3.380648,537,Massachusetts,Ayer,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Billerica HOC,42.55843,-71.26895,538,Massachusetts,Billerica,,,,,Internet Orders Only,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
South Bay House of Corrections,40.690889,-73.986355,539,Massachusetts,Boston,,,No Notebooks,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Barnstable County C.F.,41.673986,-70.359327,541,Massachusetts,Bourne,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bridgewater State,41.98826,-70.961832,542,Massachusetts,Bridgewater,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCI - Concord,42.464597,-71.396117,543,Massachusetts,Concord,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Norfolk County House of Corrections,42.332922,-71.070939,544,Massachusetts,Dedham,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SMCC (South Middlesex),42.265344,-71.405927,545,Massachusetts,Framingham,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCI - Framingham,42.269069,-71.407553,546,Massachusetts,Framingham,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
North Central Correctional (NCCI),39.986877,-75.164898,547,Massachusetts,Gardner,,,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Hampden Correctional CC,42.203102,-72.51261,548,Massachusetts,Ludlow,"MUST CALL TO VERIFY, NO PUBLIC DATABASE",,,"Verify w/ Renee in mailroom 413-547-8000 ext-2196, 3-17-21 mike",Updated w/Admin. Office 3-17-21 mike,"must call to verify, no public database",4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accept limited books,4
Essex County Sheriff's Office,42.59739,-70.98653,549,Massachusetts,Middleton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Bristol County Sheriff's Office,41.63398,-70.93471,550,Massachusetts,New Bedford,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCI - Norfolk,42.117523,-71.304769,551,Massachusetts,Norfolk,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Bristol County Jail ,41.669478,-71.275059,552,Massachusetts,North Dartmouth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Hampshire County Jail,42.30779,-72.6591,553,Massachusetts,North Hampton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Berkshire County Correctional ,42.460285,-73.248899,554,Massachusetts,Pittsfield,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Plymouth County House of Corrections,42.332922,-71.070939,555,Massachusetts,Plymouth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCI - Plymouth,41.946026,-70.947201,556,Massachusetts,S. Carver,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCI - Cedar Junction,42.105717,-71.287603,557,Massachusetts,S. Walpole,,,,,"Used books returned, spoke w/mail rm, new only, 3-8-21 mike",,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Souza-Baranowski Correctional (SBCC),42.523502,-71.648334,559,Massachusetts,Shirley,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Worcester County Jail & House of Corrections,38.16994,-75.37578,560,Massachusetts,West Boylston,,,,No used Books,Updated w/mail room 10-15-21 mike,,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Accept limited books,4
Northeastern Correctional (NECC),42.471407,-71.395926,561,Massachusetts,West Concord,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Westborough State Hospital,42.3012,-71.60802,562,Massachusetts,Westborough,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Prairie Correctional ,45.190203,-96.025492,563,Minnesota,Appleton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCF - Stillwater ,38.418071,141.332765,564,Minnesota,Bayport,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
FPC Duluth - Federal ,45.0752,-92.890869,565,Minnesota,Duluth,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCF - Faribault ,44.295266,-93.268143,566,Minnesota,Faribault,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lino Lakes,45.153528,-93.107605,567,Minnesota,Lino Lakes,,,,,,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,5
MCF - Willow River / Moose Lake,38.418071,141.332765,568,Minnesota,Moose Lake,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
MCF - Rush City ,45.683525,-92.971396,570,Minnesota,Rush City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Sandstone - Federal ,46.1094,-92.854468,571,Minnesota,Sandstone," Write: ""AUTHORIZED READING MATERIAL"" on package.",,,,," write: ""authorized reading material"" on package.",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,5
Minnesota Correctional Facility,46.63636,-94.579641,572,Minnesota,Shakopee,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCF - St. Cloud,36.91487,7.76548,573,Minnesota,St. Cloud,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCF - Oak Park Heights ,45.028854,-92.800465,574,Minnesota,Stillwater,,No Magazines,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Waseca - Federal ,44.083002,-93.505045,575,Minnesota,Waseca,,,,,Updated 1-24-22 mike,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Accept limited books,5
Rankin County Jail,32.250684,-89.940861,576,Mississippi,Brandon,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Northern Mississippi Satellite Facility,54.5,-6.5,577,Mississippi,Bythalia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Leake County Correctional ,32.73338,-89.52309,578,Mississippi,Carthage,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Cleveland,41.496551,-81.65133,579,Mississippi,Cleveland,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Marion / Walthall Correctional ,31.24974,-89.8367,580,Mississippi,Columbia,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Kemper Neshoba County Correctional ,32.752162,-88.641181,582,Mississippi,Dekalb,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Jefferson / Franklin County Correctional ,38.571057,-92.241927,583,Mississippi,Fayette,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Delta Correctional,5.448632,5.771322,586,Mississippi,Greenwood,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Grenada County Jail,33.787168,-89.833519,587,Mississippi,Grenada,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Harrison County Adult Detention Center,30.43917,-89.05489,588,Mississippi,Gulfport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCCF,35.117496,-80.709293,589,Mississippi,Holly Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCCF,35.117496,-80.709293,942,Pennsylvania,Eagleville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
MCCF,42.35176,-71.86341,589,Mississippi,Holly Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCCF,42.35176,-71.86341,942,Pennsylvania,Eagleville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Chickasaw County RCF,31.184934,-85.465644,590,Mississippi,Houston,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Attala County Jail,33.057996,-89.590436,591,Mississippi,Kosciusko,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
LCF,39.249958,-94.888977,592,Mississippi,Lansing,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Mississippi Correctional (SMCI),-12.819233,-50.657067,593,Mississippi,Leakesville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
WCCRCF (Winston County),34.148336,-87.373721,595,Mississippi,Louisville,send to 22062 Hwy 25 North,,,,updated address 8/14/20 mike,send to 22062 hwy 25 north,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
GCR Correctional Facility ,30.93027,-88.58673,596,Mississippi,Lucedale,,Send c/o Chaplain,,,,,9999,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Issaquena County Correctional ,32.90009,-91.04881,597,Mississippi,Mayersville,,,,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
East Mississippi Correctional ,36.77978,-89.38563,598,Mississippi,Meridian,,,No Electrical/Wiring books,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mississippi State Penitentiary,33.929061,-90.543132,600,Mississippi,Parchman,,,No elastic bands - - Use clear envelopes only,,"No composition books, no blank paper, 1-26-21 mike",,9999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Central Mississippi Correctional ,-0.652954,36.91156,601,Mississippi,Pearl,,,No elastic bands - - Use clear envelopes only,"No Legal, No Medical, No How-to-books",No Violence,,9999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MDOC,37.02425,-84.43772,603,Mississippi,Poplarville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Miedical Center for Federal Prisoners,40.995424,-75.173512,604,Mississippi,Springfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Tallahatchie County Correctional ,34.02704,-90.44593,605,Mississippi,Tutwiler,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Carroll / Montgomery Correctional CMRCF,33.337607,-89.772436,606,Mississippi,Vaiden,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
WGVCF,45.680623,-122.611296,607,Mississippi,Walnut Grove,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Adams County Correctional - Federal,31.55633,-91.22164,608,Mississippi,Washington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
County Regional Correctional (SCRCF),33.769076,-90.805241,609,Mississippi,Wiggins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Wilkinson County Correctional ,31.13811,-91.277716,610,Mississippi,Woodville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
USP Yazoo City,32.880387,-90.400483,611,Mississippi,Yazoo City,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI - Yazoo City,32.880387,-90.400483,612,Mississippi,Yazoo City,,,No Sex,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Yazoo County CF,32.880387,-90.400483,613,Mississippi,Yazoo City,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Booneville Corr Ctr,34.663869,-88.568395,615,Missouri,Booneville,,,,,They don't take from used bookstores,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Northeast Correctional ,51.354204,-0.605796,616,Missouri,Bowling Green,,,no bubble wrap,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Cross Roads Correctional ,53.835458,-1.93208,617,Missouri,Cameron,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Western Missouri Corrections Center,39.76401,-94.23006,618,Missouri,Cameron,,,,,"No composition books, 8-23-21 mike",,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
South East Correctional ,-24.929196,25.73749,619,Missouri,Charleston,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Chillicothe Correctional ,39.83223,-93.53706,620,Missouri,Chillicothe,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Chillicothe Correctional ,39.83223,-93.53706,847,Ohio,Chillicothe,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Chillicothe Correctional ,39.83223,-93.53706,620,Missouri,Chillicothe,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Chillicothe Correctional ,39.83223,-93.53706,847,Ohio,Chillicothe,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Bates County Jail,38.256818,-94.332598,622,Missouri,Clinton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Farmington Correctional ,37.77504,-90.43618,623,Missouri,Farmington,,"no murder, no sexually
explicit","No Laurell Hamilton
books",,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
TCCC,-23.365133,-51.898532,624,Missouri,Forsyth,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Fulton State Hospital,38.84705,-91.93778,625,Missouri,Fulton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Texas County Jail,36.66851,-101.48075,626,Missouri,Houston,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Algoa Correctional ,38.55255,-92.05224,627,Missouri,Jefferson City,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Jefferson City Correctional,38.55087,-92.04722,628,Missouri,Jefferson City,,,no Laurell Hamilton,"no sex,no violence",,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Central Correctional ,37.50531,-91.87364,630,Missouri,Licking,,,,"""No Books Are Allowed""",,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Maryville Treatment Center,40.346966,-94.813873,631,Missouri,Maryville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Potosi Correctional ,42.861946,-90.184484,632,Missouri,Mineral Point,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Moberly Corr. Ctr,38.26979,-86.20942,633,Missouri,Moberly,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
MO Eastern Correctional,14.944283,108.886967,634,Missouri,Pacific,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Medical Center for Federal Prisoners,37.17758,-93.32373,635,Missouri,Springfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
St. Genevieve County Jail,44.981413,-92.723731,636,Missouri,St. Genevieve,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Western Correctional ,39.761385,-94.784844,637,Missouri,St. Joseph,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
CCM St. Louis - Federal ,-6.796796,39.237449,638,Missouri,St. Louis,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Montana Women's Prison (MWP) ,45.774892,-108.495661,640,Montana,Billings,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Montana State Prison (MSP) ,46.382516,-112.800666,641,Montana,Deer Lodge,,,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,3
Dawson County Regional Prison,47.13083,-104.68519,642,Montana,Glendive,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Cascade County,47.501115,-111.300389,643,Montana,Great Falls,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Crossroads Correctional ,48.512029,-111.870527,644,Montana,Shelby,,,"Mail will be returned to sender if contains oily stains, discolorations, crystallization or excessive 
wrapping/tape/string.",No stickers on books,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Montana State Hospital,46.180605,-112.793195,645,Montana,Warm Springs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lancaster County DOC,40.03788,-76.30551,646,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Diagnostic & Evaluation Center,-8.585242,116.111135,647,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Nebraska State Prison,41.499671,-99.810075,648,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Lincoln Correctional ,40.118499,-89.388493,649,Nebraska,Lincoln,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Omaha Correctional ,41.281268,-95.898788,650,Nebraska,Omaha,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mountain View,36.92342,-83.44519,651,Nebraska,Spruce Pine,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Tecumseh State Correctional (TSCI) ,40.402234,-96.185253,652,Nebraska,Tecumseh,,Warden may keep certain Publications in Facility but inmate cannot possess,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Nebraska Correctional Facility for Women,40.864201,-97.628015,653,Nebraska,York,,No martial arts,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Northern NH Correctional ,44.51256,-71.14526,654,New Hampshire,Berlin,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
NH State Prison for Men ,43.227048,-71.557692,655,New Hampshire,Concord,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Stafford County DOC,38.42207,-77.40832,656,New Hampshire,Dover,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Manchester-Hillsborough CO,18.037405,-77.502783,658,New Hampshire,Manchester,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
MCJ (MCDOC),11.233948,-72.493051,659,New Hampshire,Boscawen,,,No Violence,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Adult Diagnostic & Treatment Center,40.590024,-74.272997,660,New Jersey,Avenal,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
AC Wagner Youth Correctional ,42.081727,-87.782231,661,New Jersey,Bordentown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
South Woods State Prison,39.413176,-75.208221,662,New Jersey,Bridgeton,,,No Sex,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Riverfront State Prison,9.255596,29.795189,663,New Jersey,Camden,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Cape May Correctional ,39.09855,-74.8028,664,New Jersey,Cape May,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mahan Correctional - Women,40.62975,-74.93373,665,New Jersey,Clinton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Southern State Correctional,6.251044,36.581461,666,New Jersey,Delmont,,, No discolored or stained pages,"No Annotation, writing, underlining","Hardcover okay, must be under 3 pounds",,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
Union Co Jail,40.66231,-74.21663,667,New Jersey,Elizabeth,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI Federal ,40.150639,-120.1661,668,New Jersey,Fairton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bergen County Jail,40.87383,-74.039008,671,New Jersey,Hackensack,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Talbot Hall - Unit Harmony,29.791503,-90.801518,672,New Jersey,Kearny,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bayside State Prison,39.240064,-74.957476,673,New Jersey,Leesburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Upstate CF,44.869287,-74.314018,674,New Jersey,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Upstate CF,44.869287,-74.314018,843,North Dakota,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Upstate CF,44.869287,-74.314018,674,New Jersey,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Upstate CF,44.869287,-74.314018,843,North Dakota,Malone,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Middlesex Correctional ,40.573729,-74.503455,675,New Jersey,New Brunswick,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
