FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,color_v2,,
Hillsborough Correctional ,40.4776,-74.62682,297,Florida,Riverview,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
St John County Detention Center,38.3029,-76.62773,298,Florida,St Augustine,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Baker Correctional ,30.58824,-91.16816,299,Florida,Sanderson,,,Max 1 composition book-1,Update 12-2-21-max 1 composition book-mike,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Smyrna,38.41273,27.13838,300,Florida,Smyrna,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Apalachee Correctional ,30.44054,-84.203399,301,Florida,Sneads,,,NO Foreign Language except Spanish,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
South Bay Correctional ,26.6577,-80.7188,302,Florida,South Bay,,,,,,,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Starke,29.94726,-82.107622,303,Florida,Starke,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Wilcox State Prison,31.985236,-83.30064,304,Georgia,Abbeville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Dougherty County Jail,31.579702,-84.152477,306,Georgia,Albany,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Arrendale State Prison,34.45069,-83.59502,307,Georgia,Alto,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Sumter County CI,7.568978,-5.495164,308,Georgia,Americus,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Fulton County Jail,33.778356,-84.423503,309,Georgia,Atlanta,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
RRM Atlanta (fed),-18.290908,35.934604,310,Georgia,Atlanta,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
"US Penitentiary / Federal Prison Camp, 
P/O. Box 150160",35.830729,-77.096909,311,Georgia,Atlanta,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Charles Webster Detention Ctr,38.523794,-76.984987,312,Georgia,Augusta,,"no computer generated papers, books, articles",,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Phillips State Prison,34.0938,-83.91006,313,Georgia,Buford,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Dodge State Prison,32.394374,-83.167728,314,Georgia,Chester,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mitchell CO CI,12.491246,-87.138386,315,Georgia,Camilla,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Jack T. Rutledge State Prison,32.495767,-84.86653,316,Georgia,Columbus,,no coloring books,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Washington State Prison,32.988284,-82.594612,317,Georgia,Davisboro,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Dekalb County Jail,33.775674,-84.244435,318,Georgia,Decatur,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Putnam County Jail,41.005928,-84.039004,319,Georgia,Eatonton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
D. Ray James Prison,30.874232,-81.979337,320,Georgia,Folkston,,,,,,,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Ice Processing Center,39.760917,-104.849339,321,Georgia,Folkston,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Burrus Correctional,47.752725,7.504195,322,Georgia,Forsyth,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Coastal Correctional,52.15001,1.41469,323,Georgia,Garden City,Prior Approval unless from Amazon ,,No Photocopies,,,prior approval unless from amazon ,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Smith State Prison Glenville,31.973066,-81.915752,324,Georgia,Glennville,,"mark package ""Book Store""",,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Spalding Co. CI,12.491246,-87.138386,325,Georgia,Griffin,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Augusta State Medical Prison,33.433639,-82.189092,326,Georgia,Grovetown,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Harris County Prison,32.76439,-84.86408,327,Georgia,Hamilton,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Baldwin,38.597702,-90.544367,328,Georgia,Hardwick,,,,"No sex, no violence, no murder",,,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Whitworth Women's Facility,53.65601,-2.1771,329,Georgia,Hartwell,"Prior approval, if letter does not state mail room approval has been granted to receive a book the letter is DNS",,,No GED's,"No Sex, No Violence","prior approval, if letter does not state mail room approval has been granted to receive a book the letter is dns",9999,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,green,"""green""","""green"""
Pulaski,37.050424,-80.765033,330,Georgia,Hawkinsville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Telfair State Prison,32.088288,-82.909206,331,Georgia,Helena,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
GDCP,33.221282,-84.060182,332,Georgia,Jackson,,,,,,,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,orange,"""orange""","""orange"""
Jefferson CCI,38.571057,-92.241927,333,Georgia,Jefferson,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Jessup,24.047019,84.072557,334,Georgia,Jesup,"White paper wrap ONLY, no plastic, no colored/manila env.",,,No Composition Books,No sharpie/marker,"white paper wrap only, no plastic, no colored/manila env.",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Troup County Correctional ,33.031088,-85.028403,335,Georgia,LaGrange,,no prior approval,no books on tattoos,,"no violence, no sex",,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Gwinnett County Jail,33.982762,-83.978055,336,Georgia,Lawrenceville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lee State Prison,31.76463,-84.19258,337,Georgia,Leesburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Robert A. Deyton Facility,18.4,-73.48333,338,Georgia,Lovejoy,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Long State Prison,9.255596,29.795189,339,Georgia,Ludowici,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Bibb County Jail,32.829018,-83.637062,340,Georgia,Macon,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Central State Prison,32.776984,-83.751936,341,Georgia,Macon,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
CCADC,-25.514335,-49.243369,342,Georgia,Marietta,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Riverbend Corr. Facility,39.923584,-83.093734,344,Georgia,Milledgeville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Calhoun State Prison,31.539721,-84.616819,345,Georgia,Morgan,,Paid Book Receipt,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,green,"""green""","""green"""
Montgomery State Prison,32.161175,-82.568386,346,Georgia,Mt Vernon,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Coffee Correctional ,31.53135,-82.63724,347,Georgia,Nicholls,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Wayne State Prison,31.674355,-82.119991,348,Georgia,Odum,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Macon State Prison,32.259653,-84.091571,349,Georgia,Oglethorpe,,,no Large books,,,,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Autry State Prison,31.189182,-84.144879,350,Georgia,Pelham,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Georgia State Prison,32.00436,-82.16449,351,Georgia,Pelham,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Brooks County Jail,30.787402,-83.547509,352,Georgia,Quitman,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Floyd County Prison,34.2198,-85.20024,353,Georgia,Rome,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Costal TC,8.738585,76.701411,354,Georgia,Savannah,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hancock State Prison,33.245893,-82.95079,355,Georgia,Sparta,,,,,,,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Thomas County,43.43253,-84.11498,356,Georgia,Thomasville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Hays State,30.122671,-97.872302,357,Georgia,Trion,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Dooly State Prison,32.280936,-83.716157,358,Georgia,Unadilla,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lowndes State Prison ,9.255596,29.795189,359,Georgia,Valdosta,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
"Valdosta State Prison (VSP, PO Box 5368)",37.969062,-121.665128,360,Georgia,Valdosta,"DO NOT USE PO BOX 310, Use PO BOX 5368",,,No Violence,,"do not use po box 310, use po box 5368",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Ware State Prison,31.257013,-82.393677,361,Georgia,Waycross,,,,,,,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Johnson State Prison,32.743456,-82.702589,362,Georgia,Wrightsville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Halawa Correctional ,21.381902,-157.914162,363,Hawaii,Aiea,Books Not Allowed,,,,,books not allowed,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Honolulu,21.40572,-157.789396,364,Hawaii,Honolulu,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Idah,7.10651,6.73415,365,Hawaii,Idah,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Idaho Correctional Center (ICC) - CCA / ICC/ Idaho State Correctional Center (ISCC),37.566652,-78.474686,366,Idaho,Boise,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Idaho Maximum Security (IMSI),45.859471,-115.320459,367,Idaho,Boise,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Idaho State Correctional (ISCI),45.859471,-115.320459,368,Idaho,Boise,"PO Box 14 (mailing) / 13500 S. Pleasant Valley Rd, Kuna, ID 83634 (physical)",,,No Sex,No Violence,"po box 14 (mailing) / 13500 s. pleasant valley rd, kuna, id 83634 (physical)",9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Idaho Correctional (SICI),-12.819233,-50.657067,370,Idaho,Boise,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
ADA CJ,43.458474,-116.23593,371,Idaho,Boise,,,,No Sex,No Violence,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mini Cassia Criminal Justice Center,32.816329,-96.950672,372,Idaho,Burley,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
North Idaho Correctional ,38.309137,-101.328273,373,Idaho,Cottonwood,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Adams County Jail,39.85872,-77.15774,374,Idaho,Council,,,,No Sex,No Violence,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Idaho Correctional ,45.859471,-115.320459,377,Idaho,Orofino,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Pocatello Women's Correctional ,42.864995,-112.439298,378,Idaho,Pocatello,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
St. Anthony Work Camp,44.394758,-72.027948,379,Idaho,St. Anthony,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Chain O'Lakes Correctional ,41.337469,-85.353101,380,Indiana,Albion,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Anamosa,42.111254,-91.280263,381,Indiana,Anamosa,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Miami Correctional ,10.96389,-74.79639,382,Indiana,Bunker Hill,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Branchville Correctional Facility,41.261394,-73.450539,383,Indiana,Branchville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Wabash Valley Correctional ,39.467881,-87.396129,384,Indiana,Carlisle,,,,,,,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
4th St Jail,39.270288,-77.637423,385,Indiana,Connersville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Atterbury & Edinburgh Correctional,40.06088,-89.92372,386,Indiana,Edinburgh,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Elkhart County Correction ,41.597228,-85.858811,387,Indiana,Elkhart,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Putnamville Correctional ,42.587793,-70.936525,388,Indiana,Greencastle,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Henryville Correctional ,44.672454,-95.055945,389,Indiana,Henryville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Indianapolis Men's (or Women's) Work Release,39.785871,-86.143415,390,Indiana,Indianapolis,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Marion County Jail,39.765966,-86.153156,391,Indiana,Indianapolis,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Indiana Women's Prison,39.80142,-86.292,392,Indiana,Indianapolis,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Lagrange County Jail,41.642627,-85.426487,393,Indiana,Lagrange,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Medaryville Correctional ,41.080588,-86.890388,394,Indiana,Medaryville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Indiana State Prison,41.703416,-86.917339,395,Indiana,Michigan City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lakeside Correctional ,30.136823,-81.770831,396,Indiana,Michigan City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
New Castle Correctional ,39.962623,-85.370935,397,Indiana,New Castle,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Pendleton Correctional / Correctional Industrial ,39.982605,-85.759773,398,Indiana,Pendleton,,VERY restrictive,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Plainfield Correctional ,40.613716,-74.411909,399,Indiana,Plainfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
South Bend Work Release,41.666386,-86.267592,402,Indiana,South Bend,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI (PO Box 33),24.047019,84.072557,403,Indiana,Terre Haute,,,,No Magazines,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
US Penitentiary (PO Box 12015),48.998589,-122.265658,404,Indiana,Terre Haute,,,,No Magazines,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Wigo County Jail ( 2001 Cherry St),41.761841,-93.828255,405,Indiana,Terre Haute,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Porter County Jail,41.46615,-87.05947,406,Indiana,Valparaiso,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Daviess County Security Center,38.862455,-86.482328,407,Indiana,Washington,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Maximum Control ,46.987251,28.858186,408,Indiana,Westville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Anamosa State Penitentiary,42.111263,-91.290241,409,Iowa,Anamosa,,,,No Composition books,Updated w/Nicki in the mail room 12-2-21 mike,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,green,"""green""","""green"""
Cherokee,42.75128,-95.555309,410,Iowa,Cherokee,,No Magazines,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Clarinda Correctional ,-37.948847,145.107734,411,Iowa,Clarinda,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Iowa Medical & Classification Center,41.582916,-93.715409,412,Iowa,Coralville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
RCF,45.413575,4.399602,413,Iowa,Council Bluffs,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Fort Dodge Correctional ,42.484668,-94.195011,414,Iowa,FortDodge,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Iowa State Penitentiary,40.633832,-91.296355,415,Iowa,Fort Madison,DNS,,,,Confirm DNS 2-8-22 mike,dns,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Luster Heights,43.145426,-91.184565,416,Iowa,Harper's Ferry,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Iowa Correctional - Women,41.686692,-92.06551,417,Iowa,Mitchellville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Mt. Pleasant Correctional ,32.904764,-79.789035,418,Iowa,Mt Pleasant,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Newton Correctional ,42.33704,-71.20922,419,Iowa,Newton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
North Central Correctional ,39.986877,-75.164898,420,Iowa,Rockwell City,,,,From block captain,DNS 6-1-21 mike,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
El Dorado Correctional Facility,38.66443,-121.052009,421,Kansas,El Dorado,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,green,"""green""","""green"""
Ellsworth,44.5868,-68.478432,422,Kansas,Ellsworth,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lyon County Jail,38.402928,-96.179271,423,Kansas,Emporia,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Joint Regional Correctional Facility-(Military),39.373355,-94.944044,424,Kansas,Fort Leavenworth,"Must Verify By Phone Call, No Database",,No sex,,,"must verify by phone call, no database",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
US Disciplinary Barracks (USDB),39.378622,-94.937279,425,Kansas,Fort Leavenworth,"Must Verify By Phone Call, No Database",,,,,"must verify by phone call, no database",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,"""orange""","""orange"""
Hutchinson,40.913832,-73.829469,426,Kansas,Hutchinson ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Reno County Jail,38.0539,-97.93679,427,Kansas,Hutchinson ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
MCJ,11.233948,-72.493051,428,Kansas,Independence,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Lansing Correctional ,42.709295,-84.549973,429,Kansas,Lansing ,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Larned Correctional,38.226685,-99.072646,430,Kansas,Larned,,No Sex,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Leavensworth Detention ,14.905786,105.0696,431,Kansas,Leavenworth,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
USP Leavensworth,-21.159957,-47.865917,432,Kansas,Leavenworth,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Linn County Jail,44.630329,-123.096739,433,Kansas,Mound City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
NCF,45.471842,7.923365,434,Kansas,Norton,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Johnson Co. Jail,38.837428,-94.906818,435,Kansas,Olathe,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
OCF,29.19339,-82.136635,436,Kansas,Oswego,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Saline County Jail,38.8448,-97.61398,437,Kansas,Salina,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Hamilton County Sheriff,43.25011,-79.84963,439,Kansas,Syracuse,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Sedgewick County Jail,45.145908,-95.013124,440,Kansas,Wichita,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Wichita Work Release,33.985095,-98.703645,441,Kansas,Wichita,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Winfield Correctional ,37.23975,-96.99559,442,Kansas,Winfield,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
FCI Ashland,24.047019,84.072557,443,Kentucky,Ashland,,,White Envelopes Only,Hand Letter Return Address,,,9999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,green,"""green""","""green"""
Lee Adjustment Center Correctional ,37.615574,-77.33902,444,Kentucky,Beattyville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
NTC,28.087673,-82.768782,445,Kentucky,Burgin,Use: PO Box 479 and Zip Code 40310,,,,,use: po box 479 and zip code 40310,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Green River Correctional Complex,37.314884,-87.113018,446,Kentucky,Central City,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,green,"""green""","""green"""
Kentucky State Prison,37.696825,-84.924095,447,Kentucky,Eddyville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
WKCC,38.33841,-82.94378,448,Kentucky,Fredonia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,green,"""green""","""green"""
USP Big Sandy,-21.159957,-47.865917,449,Kentucky,Inez,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
Kentucky State Reformatory,37.696825,-84.924095,450,Kentucky,LaGrange,,,,,,,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,"""red""","""red"""
